acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,la_x,la_y,la_z,Activity
-0.23463176, 0.30406362, 9.988609,-0.2908172, -0.17044231, -0.21145499,-0.008763403, 0.0073517263, 0.26483345,Lying
-0.35913026, 0.31364042, 10.060435,-0.2908172, -0.17044231, -0.21145499,-0.21813601, 0.054479986, -0.095238686,Lying
-0.6488287, 0.38067806, 9.696517,-0.2908172, -0.17044231, -0.21145499,0.057528943, -0.013250589, 0.31755733,Lying
-0.34715924, 0.30406362, 10.110714,-0.2908172, -0.17044231, -0.21145499,0.042948842, 0.0046958923, 0.2449112,Lying
-0.34237084, 0.320823, 10.038888,0.046339005, -0.033023197, 0.12357068,0.035690606, 0.009046465, 0.23537922,Lying
-0.34237084, 0.33518824, 10.029311,0.08575379, -0.0644485, 0.14966966,0.34595102, 0.031837374, -1.3503199,Lying
0.088585466, 0.38067806, 8.446744,-0.13209279, -0.5289038, 0.25193503,0.7962791, 0.05424604, -2.1314845,Lying
0.6440403, 0.37828386, 7.668628,-0.7435546, -0.45220476, 0.23062976,1.2211308, -0.86814743, 3.9043741,Lying
1.1587936, -0.6895301, 13.709199,-0.92944324, -0.33289513, 0.025566347,-0.3812411, -0.11377097, 2.4636345,Lying
-0.37828386, -0.11731588, 12.270284,0.32650355, 0.128897, -0.11771172,-0.12127561, 0.43995366, -3.1960478,Lying
-0.1436521, 0.50038815, 6.6103907,-0.042077947, -0.06498113, -0.07403588,-0.32546616, -0.07131617, 1.831707,Lying
-0.33518824, -0.019153614, 11.638214,-0.32384038, -0.029294772, 0.012250541,0.1165021, -0.20895037, 1.1492243,Lying
0.11252748, -0.22026655, 10.955867,-0.0026631611, 0.046339005, 0.03888215,0.0034904098, 0.1339359, 0.18437004,Lying
-0.009576807, 0.12210429, 9.991004,0.28815404, 0.068176925, 0.019707393,0.20359598, 0.16602854, -1.5058155,Lying
0.17717093, 0.21068975, 8.300697,-0.06178534, -0.014913702, 0.007989483,0.03786067, -0.18338855, 1.1828175,Lying
0.01436521, -0.15083471, 10.989386,-0.13848437, -0.030360037, -0.00958738,-0.09258549, 0.011355812, 0.5147705,Lying
-0.110133275, 0.016759412, 10.3214035,0.1304949, 0.043675844, -0.0010652645,0.10751256, 0.11506301, -0.9216833,Lying
0.08140286, 0.14604631, 8.884883,0.006924219, 0.0053263223, 0.00958738,0.08700276, -0.094594955, 0.7566595,Lying
0.059855044, -0.062249243, 10.563218,-0.08735169, -0.0063915867, -0.0058589545,-0.00522702, 0.03266444, 0.021594048,Lying
-0.031124622, 0.047884032, 9.828198,0.0793622, -0.004261058, 5.326322E-4,0.11106306, 0.03623036, -0.2800417,Lying
0.08619126, 0.06703765, 9.526528,-0.021837922, -0.0031957934, 0.0053263223,0.014181723, -0.04070649, 0.49804783,Lying
-0.0047884034, -0.01436521, 10.304645,0.00479369, -0.0015978967, -0.0037284256,0.022167731, 0.03885044, -0.14599514,Lying
0.007182605, 0.06703765, 9.660604,0.026631612, -0.0010652645, 0.0053263223,0.06041542, -0.00709131, 0.10780239,Lying
0.050278235, 0.02633622, 9.91439,-0.03089267, 0.0, -0.0026631611,-0.0012467997, -0.013050447, 0.23227978,Lying
-0.009576807, 0.01436521, 10.038888,0.018642128, -0.002130529, 0.0010652645,0.032252267, 0.023671046, -0.083745,Lying
0.02633622, 0.055066638, 9.722853,5.326322E-4, -5.326322E-4, 0.0010652645,0.017647572, -0.01234312, 0.1963768,Lying
0.011971008, 0.019153614, 10.0029745,-0.00958738, -0.002130529, -0.0015978967,0.017105797, 0.011061164, 0.069478035,Lying
0.011971008, 0.04070143, 9.876082,0.013848438, 0.0, 0.0010652645,0.026549855, -0.0012331232, 0.0431509,Lying
